idNumber,gdpPerCapitaUsd,healthcareAccessIndex,urbanizationRatePercent,sanitationCoveragePercent,populationDensityPerKm2,accessToCleanWaterPercent
2365,79988,45.33,36.46,93.29,738,84.85
2366,30686,89.6,86.6,29.42,616,60.96
2367,72939,73.73,70.17,76.74,186,58.65
2368,51194,42.43,46.36,94.2,608,92.1
2369,16715,55.38,82.18,57.02,945,72.71
2370,93462,42.48,67.4,97.4,111,86.2
2371,99521,44.11,44.44,64.2,333,86.69
2372,3420,63.41,87.93,95.44,365,38.4
2373,33922,21.65,33.88,79.88,976,75.76
2374,91743,33.32,30.53,56.62,136,96.68
2375,6828,27.92,81.57,22.74,403,63.6
2376,59619,80.08,66.59,72.59,591,81.25
2377,28298,94.19,37.64,40.34,744,69.67
2378,37079,41.43,28.54,43.09,269,44.34
2379,64746,7.71,24.24,21.58,286,43.66
2380,98672,9.36,35.08,64.61,819,60.37
2381,80473,39.96,20.04,43.14,605,63.81
2382,61054,39.5,21.63,98.59,474,65.22
2383,49015,14.62,72.13,79.92,381,96.85
2384,6611,80.71,15.1,48.6,143,37.02
2385,11419,50.01,45.14,43.56,264,56.64
2386,83501,10.91,42.4,77.2,532,66.02
2387,56426,9.87,86.82,40.34,731,97.42
2388,78411,44.6,47.24,55.84,896,65.3
2389,28117,11.68,22.87,32.83,82,84.27
2390,71399,56.12,17.07,40.33,661,82.45
2391,63030,38.5,68.6,27.87,296,69.65
2392,76569,91.97,21.82,54.17,680,39.15
2393,3701,41.89,85.04,94.14,180,45.31
2394,7498,61.44,54.74,28.07,707,46.81
2395,27163,81.14,42.14,54.99,571,32.71
2396,38599,30.29,64.75,43.87,256,56.55
2397,17174,51.19,25.91,49.04,363,72.74
2398,7460,12.09,40.58,81.72,729,40.1
2399,39006,43.28,12.67,54.8,50,42.25
2400,69459,37.58,80.21,72.03,121,79.49
2401,77394,42.82,44.02,97.78,725,41.85
2402,3999,10.74,70.71,69.32,890,39.47
2403,25057,39.84,83.35,46.99,470,98.45
2404,46354,87.03,62.22,51.81,941,31.03
2405,90224,93.71,40.06,75.67,214,52.78
2406,22452,24.17,59.56,75.55,693,32.45
2407,83263,30.05,38.83,49.45,648,88.66
2408,83333,0.96,55.39,77.96,75,70.85
2409,21323,11.56,44.57,64.05,378,33.36
2410,88087,34.51,21.99,98.43,792,73.08
2411,33201,68.51,72.41,92.65,470,38.62
2412,65936,29.22,49.71,85.91,555,64.7
2413,90316,7.54,25.21,22.75,483,76.86
2414,20874,73.09,81.35,50.43,719,40.4
2415,65041,46.68,78.26,65.86,990,64.79
2416,42436,51.92,54.71,61.73,53,62.02
2417,61170,32.6,87.63,81.09,774,94.1
2418,27168,61.3,84.17,92.73,682,99.7
2419,1700,89.08,81.76,82.97,344,75.81
2420,89809,55.38,20.66,37.62,364,89.84
2421,18532,58.75,33.57,58.85,357,75.28
2422,66157,37.36,42.82,51.49,371,91.34
2423,70406,8.26,76.55,81.3,399,60.33
2424,64888,42.85,79.7,91.61,494,72.56
2425,4315,92.46,70.12,42.95,639,89.16
2426,37675,68.02,47.79,59.11,817,94.27
2427,48021,49.02,22.95,78.55,271,31.73
2428,64748,62.09,12.82,24,84,37.28
2429,18236,55.85,65.94,97.05,535,95.18
2430,87642,91.24,89.53,84,990,69.8
2431,66723,22.38,37.64,63.42,900,99.31
2432,27405,88.87,55.5,82.29,477,85.48
2433,14056,68.85,74.85,86.91,14,87.27
2434,13944,12.77,24.92,59.51,310,57.03
2435,50507,37.19,76.36,55.21,196,48.03
2436,48274,43.63,60.03,87.02,210,71.88
2437,14603,8.29,55.59,88.77,487,91.53
2438,521,55.42,70.98,29.89,499,80.8
2439,16473,25.94,29.28,92.63,308,63.05
2440,40585,45.81,59.18,42.14,495,82.72
2441,18888,43.88,29.23,73.37,958,78.33
2442,7212,52.17,24.36,76.74,260,93.91
2443,56465,84.62,59.87,42.38,676,48.45
2444,12644,78.08,31.54,44.33,385,38.35
2445,28962,87.3,67.15,76.5,206,62.9
2446,34237,57.23,51.16,34.01,78,55.28
2447,69814,61.58,65.6,88.67,569,98.24
2448,31184,43.05,81.33,37.83,258,30.53
2449,9036,71.72,21.06,48.09,241,95.34
2450,92341,20.49,15.34,41.33,472,96.86
2451,90497,47.52,41.99,39.62,632,33.57
2452,3831,71.42,67.34,98.31,338,92.27
2453,70331,77.79,80.89,40.27,888,62.95
2454,55800,24.79,12.78,66.27,802,83.63
2455,88863,18.15,73.44,79.63,145,35.55
2456,81998,28.85,16.03,23.36,599,96.86
2457,85727,92.02,56.45,90.53,752,72.53
2458,55518,12.91,37.53,32.23,776,92.91
2459,81109,95.31,11.41,67.05,681,77.11
2460,50191,99.48,17.77,71.29,488,67.58
2461,54923,78.34,38.3,70.37,70,42.07
2462,48499,76.04,86.3,78.68,96,42.46
2463,10985,95.33,22.39,94.5,522,63.08
2464,13765,29.05,31.76,94.15,632,90.93
2465,67524,12.9,89.53,66.25,168,38.07
2466,33553,82.31,48.45,49.59,976,99.89
2467,6233,17.09,30.98,45.72,408,91.31
2468,56134,4.54,59.28,90.93,755,57.48
2469,50889,19.65,44.88,88.25,591,47.72
2470,82532,43.79,78.66,43.67,409,94.54
2471,7426,49.51,10.64,32.19,471,38.62
2472,44266,6.25,89.74,88.89,373,54.31
2473,92111,44.34,15.3,68.67,90,35.87
2474,2063,60.43,52.97,45.05,723,96.74
2475,81863,93.18,65.79,68.85,102,73.23
2476,79927,22.73,53.99,25.3,883,53.53
2477,25432,21.1,34.06,35.21,81,49.28
2478,86974,38.94,78.43,63.66,66,61.09
2479,74698,98.37,44.43,63.13,532,36.4
2480,85334,33.62,34.06,39.73,516,92.25
2481,16086,4.39,71.47,98.57,667,65.77
2482,14526,26.56,21.67,52.99,438,80.76
2483,35888,55.83,26.4,76.68,669,46.36
2484,11954,41.25,30.22,40.68,729,65.26
2485,75369,77.42,44.79,53.96,612,44.78
2486,37671,60.73,11.63,86.5,608,87.13
2487,21543,55.95,89.34,87.89,407,84.27
2488,17922,32.3,58.01,30.82,469,40.37
2489,23451,55.18,87.66,48.37,630,35.22
2490,28943,61.56,74.6,36.25,292,87.69
2491,12242,17.92,20.74,91.22,214,37.68
2492,30291,73.59,26.73,80.31,985,68.39
2493,82474,39.29,12.76,65.06,106,67.41
2494,57765,74.23,76.7,72.01,481,44.21
2495,26377,17.77,57.48,93.13,469,71.39
2496,40680,65.65,27.21,44.26,274,65.19
2497,12603,2.69,87.61,21.09,278,65.64
2498,69503,15.9,68.94,22.11,950,55.18
2499,1994,89.11,66.44,23.73,273,88.69
2500,37401,46.15,31.36,30.28,635,35.91
2501,69739,50.79,35.07,65.67,833,60.7
2502,87285,90.76,63.44,98.49,475,48.19
2503,48767,48.49,57.48,53.59,740,89.39
2504,49834,65.46,61.78,76.99,754,45.76
2505,34504,22.2,80.31,83.37,618,83.69
2506,94833,8.16,22.83,84.11,16,72.81
2507,12927,35.34,19.31,55.46,598,91.24
2508,42080,79.87,55.17,64,137,71.57
2509,49106,44.68,50.01,46.3,408,68.95
2510,59388,16.82,42.23,75.03,193,86.08
2511,96194,54.51,82.38,50.63,625,69.37
2512,66270,26.38,54.67,44.89,93,89.12
2513,572,94.67,55.38,70.18,449,33.45
2514,95179,57.74,39.31,47.3,814,64.66
2515,22651,98.3,37.53,52.64,585,86.89
2516,67825,4.31,89.01,76.87,242,89.39
2517,58471,1.16,59.85,88.27,538,88.38
2518,37291,47.71,76.01,54.78,102,72.31
2519,60510,86.2,45.8,61.78,798,99.58
2520,78040,52.44,25.35,79.71,599,42.7
2521,11031,87.62,35.99,38,486,42.21
2522,31848,13.06,37.69,53.2,370,32.3
2523,77587,69.93,55.19,84.92,120,99.25
2524,35528,65.99,22.37,91.56,351,54.36
2525,37530,54.5,40.96,71.59,317,83.34
2526,32292,40.51,18.05,51.47,426,34.18
2527,7888,64.71,49.72,68.47,86,50.91
2528,56197,55.01,85.79,34.31,755,73.67
2529,40724,27.26,37.11,22.34,616,66.73
2530,47459,10.46,13.98,25.97,277,44.54
2531,26044,38.66,58.7,28.65,361,62.31
2532,41638,51.24,60.78,38.05,55,37.61
2533,23198,50.85,48.37,56.94,335,67.99
2534,68087,42.56,41.75,38.58,468,36.79
2535,86851,32.74,81.41,66.8,391,74.52
2536,58038,35.05,85.07,99.86,224,40.88
2537,47547,26.58,63.85,59.85,848,68.3
2538,77045,57.99,50.1,80.55,450,39.04
2539,4128,84.99,15.4,43.39,797,58.05
2540,40902,87.97,34.08,97.03,589,54.63
2541,42691,99.37,32.81,39.93,350,82.95
2542,35227,8.88,14.66,67.73,309,74.88
2543,34794,21.43,77.47,98.67,295,95.6
2544,24723,73.02,79.36,84.66,418,94.53
2545,28148,64.52,82.99,99.36,808,80.75
2546,96740,13.39,69.34,50.38,648,83.94
2547,72965,63.1,66.84,26.21,395,73.74
2548,64474,40.65,48.23,39.48,477,78.42
2549,4019,95.69,78.59,96.61,503,73.21
2550,84115,85.52,50.81,49.65,754,51.82
2551,22780,7.32,12.37,29.98,703,54.55
2552,90410,9,56.79,67.45,535,70.23
2553,56118,41.71,41.24,60.03,623,80.41
2554,47339,0.84,51.7,25,160,58.43
2555,45579,9.44,45.26,56.24,846,39.99
2556,876,93.26,49.74,70.63,701,62.16
2557,1278,79.24,18.69,38.62,900,97.42
2558,36611,67.27,11.16,29.96,988,44.99
2559,80464,83.02,37.21,89.18,187,75.43
2560,22876,25.01,30.36,70.04,976,98.78
2561,4095,72.56,30,32.42,734,56.34
2562,80097,61.56,84.97,70.33,554,92.15
2563,80492,84.86,75.52,78.82,989,90.48
2564,19383,28.27,11.07,67.8,18,53.73
2565,79223,76.37,10.7,29.29,360,36.9
2566,83006,85.27,72.15,29.98,785,42.5
2567,73525,54.9,88.79,23.61,212,55.6
2568,52651,41.38,47.22,38.72,272,97.14
2569,32677,94.87,44.65,24.77,158,49.21
2570,97462,16.9,32.07,84.42,101,94.88
2571,72780,3.63,63.33,21.23,574,42.7
2572,74837,17.91,47.73,66.48,536,97.89
2573,60020,68.35,23.4,84.79,465,50.55
2574,76728,78.89,48.51,91.59,573,74.32
2575,58650,71.68,40.11,52.76,469,34.88
2576,84903,41.99,81.18,69.67,462,50.98
2577,47186,96.76,71.73,96.09,209,44.75
2578,55447,44.43,66.1,73.73,46,30.24
2579,31726,98.13,36.17,92.09,983,40.97
2580,63926,91.81,21.17,74.74,397,71.52
2581,40752,40.71,79.17,25.44,868,57.29
2582,16323,16.1,37.42,35.75,600,80.58
2583,26427,8.98,57.44,95.24,989,76.98
2584,66144,53.15,57.27,87.54,838,85.95
2585,25601,76.32,84.24,53.82,671,90.69
2586,67534,17.6,23.74,32.89,442,87.39
2587,97147,31.82,71.73,32.57,557,61.36
2588,48276,63.05,47.01,92.39,103,51.61
2589,51319,46.09,23.98,33.3,874,65.16
2590,52836,60.39,76.85,50.9,200,67.46
2591,87367,67.64,75.61,92.06,485,51.92
2592,58449,38.07,13.21,22.67,175,67.8
2593,59468,78.6,66.76,70.46,49,37.4
2594,49273,70.29,22.28,48.05,73,46.17
2595,73464,68.76,58.83,28.62,461,82.22
2596,89281,14.95,61.5,65.4,705,42.8
2597,54054,47.42,63.22,58.79,791,39.73
2598,30081,57.72,19.61,27.94,651,50.11
2599,99861,22.64,57.87,41.38,760,55.97
2600,88732,75.86,17.99,79.23,391,53
2601,18252,12.11,69.64,80.47,456,56.22
2602,24986,14.99,15.1,67.89,284,39.79
2603,97925,41.33,70.62,28.84,87,41.58
2604,80903,13.53,80.68,88.25,848,46.51
2605,54285,1.16,33.88,33.82,134,58.14
2606,81641,41.14,72.26,77.68,530,53.51
2607,98120,64.86,43.4,23.41,298,85.39
2608,53390,49.51,73.82,46.55,136,66.79
2609,26003,5.22,64.9,58.27,225,70.3
2610,69661,23.25,33.13,22.24,637,69.24
2611,22084,52.43,25.5,33.72,838,57.91
2612,52388,73.81,83.18,45.51,115,98.63
2613,42164,79.39,77.12,98.6,500,32.61
2614,58126,51.94,62.79,82.36,734,45.11
2615,12521,64.61,37.95,87.26,565,49.93
2616,86103,90.34,50.84,73.4,586,91.69
2617,82908,6.52,54.63,43.39,606,94.32
2618,11798,9.92,16.89,76.76,66,89.23
2619,24345,45.79,87.78,73.9,753,59.19
2620,60697,60.97,17.35,68.8,289,94.02
2621,74397,0.46,67.73,43.87,623,36.9
2622,45476,45.25,49.42,41.06,181,75.67
2623,73186,17.28,70.79,46.9,114,95.61
2624,43052,64.51,30.87,44.99,973,82.84
2625,46423,26.77,41.61,26.23,15,49.45
2626,42025,90.19,52.04,84.18,972,80.23
2627,42877,6.38,19.66,49.54,43,50.63
2628,40623,80.92,78.15,76.53,930,37.81
2629,93979,39.23,89.32,42.39,894,80.21
2630,90996,85.72,43.41,68.16,548,42.55
2631,47467,81.51,40.15,22.77,539,37.77
2632,11337,23.93,57.53,28.48,526,68.62
2633,20019,5.06,65.09,49.16,639,73.44
2634,86596,69.55,79.49,41.5,481,33.57
2635,23807,20.44,39.83,48.27,617,30.31
2636,82399,93.05,71.19,94.46,734,91.74
2637,20140,6.72,29.21,25.91,264,38.07
2638,97216,32.4,64.44,57.02,565,70.87
2639,24396,1.26,47.34,35.86,875,96.75
2640,63501,31.7,62.93,48.47,614,65.83
2641,57115,54.13,40.38,74.16,256,39.79
2642,12132,65.49,33.55,97.84,782,57.54
2643,88862,72.64,48.88,75.58,326,73.68
2644,21716,83.35,81.61,90.79,260,83.4
2645,10624,11.08,63.99,31.78,763,72.49
2646,28237,76.19,58.93,34.51,357,32.4
2647,30635,27.84,67.59,90.14,655,40.02
2648,68612,13.82,68.33,68.6,84,56.03
2649,35339,26.57,33.58,83.37,816,79.4
2650,20013,85.8,28.62,37.83,249,70.9
2651,44509,62.74,50.73,47.89,145,33.13
2652,4784,59.74,21.83,26.48,236,85.78
2653,36803,58.46,47.98,91.65,468,72.36
2654,39633,40.86,65.44,96.51,605,92.1
2655,82319,41.7,10.59,88.6,901,59.24
2656,15798,14.83,18.89,54.97,767,64.31
2657,852,33.26,86.97,47.29,764,58.39
2658,3622,51.2,84.24,57.01,948,80.57
2659,5707,60.6,43.43,71.01,95,82.65
2660,31441,7.16,57.2,54.52,946,80.63
2661,48091,33.38,22.42,53.73,469,50.41
2662,18915,33.94,36.48,54.48,121,74.52
2663,39093,51.51,73.43,79.57,78,53.7
2664,70080,71,78.48,82.94,371,88.39
2665,45656,63.52,42.42,89.64,295,33.86
2666,37888,57.09,34.88,39.44,452,32.64
2667,67206,29.14,64.53,32.6,160,37.12
2668,81541,83.91,67.43,47.61,519,44.17
2669,6140,78.53,88.7,53.64,493,32.63
2670,59972,18.36,65.79,76.15,450,35.01
2671,38185,65.51,29.21,80.63,930,51.42
2672,87665,90.67,14.8,98.73,185,36.99
2673,77861,43.56,30.61,50.26,719,86.15
2674,26681,92.48,28.13,52.2,563,33.77
2675,40574,2.2,17.43,63.37,38,93.56
2676,47530,51.62,45.55,85.63,606,90.96
2677,11625,25.63,33.05,72.87,848,44.59
2678,6301,26.22,84.01,65.81,750,35.01
2679,56397,87.75,42.31,71.85,694,37.39
2680,48766,31.15,80.13,57.16,562,69.14
2681,90683,2.33,34.54,80.72,722,72.06
2682,2792,53.97,76.52,26.02,840,52.09
2683,15477,97.09,46.36,60.72,384,50.78
2684,42693,7.91,12.59,84.53,440,67.21
2685,95245,28.63,48.96,44.2,621,51.39
2686,45887,46.95,28.14,87.47,394,95.4
2687,94194,83.05,34.6,82.63,360,56.78
2688,29464,26.89,64.75,66.45,925,45.39
2689,58573,34.37,52.36,40.17,229,40.22
2690,90647,38.45,81.09,88.89,503,74.22
2691,47107,37.96,84.88,22.4,156,52.87
2692,71233,20.03,65.28,67.4,586,43.22
2693,33077,91.57,79.08,82.61,614,49.31
2694,24072,79.29,25.61,58.83,211,51.55
2695,79994,97.56,16.34,28.23,813,73.81
2696,41704,37.1,36.64,86.72,928,42.23
2697,69502,4.53,36.06,92.73,731,81.3
2698,77995,11.55,63.21,65.06,422,51.34
2699,64041,35.75,77.23,82.97,229,64.18
2700,38480,91.11,33.75,68.86,821,75.84
2701,57772,98.11,43.98,65.86,392,68.05
2702,6445,82.2,18.4,30.46,784,76.36
2703,98072,23.84,43.02,54.94,936,52.58
2704,22379,65.97,27.15,74.3,559,97.44
2705,6819,59.66,40.6,56.36,626,62.13
2706,45745,82.33,31.31,69.42,260,52.54
2707,51433,50.97,74.7,91.58,971,50.75
2708,27930,31.81,10.33,49.3,775,32.99
2709,26291,1.93,37.1,86.28,984,77.94
2710,50267,79.5,87.54,22.32,287,48.38
2711,86583,53.02,64.32,88.21,758,97.13
2712,80695,53.42,71.77,28.53,724,44.73
2713,22158,95.71,78.79,45.72,63,67.06
2714,91065,48.62,38.95,61.08,447,81.48
2715,64213,31.58,15.28,72,220,90.91
2716,80475,33.98,42.86,96.25,527,40.95
2717,21445,1.17,62.22,44.56,210,98.98
2718,72607,12.24,39.66,26.83,967,93.47
2719,73172,4.38,45.87,56.71,885,97.4
2720,11181,24.33,76.04,47.62,806,89.69
2721,48327,6.47,12.9,68.01,52,91.44
2722,42609,33.11,36.78,93.82,716,71.92
2723,86126,12.61,49.07,71.47,257,89.17
2724,5655,91.79,33.93,66.24,374,67.38
2725,24289,93.84,45.67,39.69,327,67.68
2726,62072,60.35,42.14,41.18,790,69.38
2727,30063,80.55,83.91,54.89,504,99.74
2728,22230,67.72,49.45,91.3,380,37.31
2729,79750,81.11,48.11,66.36,713,86.39
2730,29567,63.98,30.36,59.57,568,49.13
2731,92749,43.02,13.71,63.4,197,55.29
2732,47858,87.38,33.96,86.7,280,35.64
2733,48559,43.81,12.18,74.23,782,54.61
2734,16966,39.62,76.14,94.19,590,99.35
2735,59367,62.44,26.34,66.54,267,57.79
2736,56446,93.79,82.9,35.68,635,76.88
2737,44840,44.22,80.87,21.5,815,38.45
2738,44039,57.49,63.18,45.37,251,94.57
2739,38204,49.23,79,25.02,103,87.94
2740,50759,90.97,80.23,52.57,703,57.04
2741,68110,67.67,72.11,35.03,517,54.39
2742,65002,41.96,50.63,52.39,997,60.26
2743,24621,60.69,86,51.94,304,58.09
2744,70510,15.61,75.42,42.1,489,48.06
2745,43384,34.19,20.16,72.23,774,99.36
2746,31612,73.62,43.59,54.67,29,86.74
2747,98624,56.24,53.18,91.48,771,48.75
2748,74608,31.43,52.35,26.09,413,98.72
2749,1136,36.23,40.36,52.85,806,31.09
2750,1299,80.98,52.53,82.08,428,60.65
2751,98729,54.09,17.44,59.56,425,69.86
2752,53664,23.88,62.42,97.29,538,32.63
2753,27631,29.68,49.82,33.99,893,41.27
2754,49934,46.79,73.01,45.28,572,48.07
2755,86729,76.28,65.47,29.29,145,80.42
2756,91791,99.74,19.02,39.74,670,95.78
2757,56325,18.58,38.06,73.8,672,73.72
2758,33884,75.49,68.9,58.96,124,69.39
2759,68124,61.72,36.95,32.97,956,67.57
2760,20757,53.12,55.35,57.98,868,54.55
2761,57324,96.65,86.9,87.79,783,87.94
2762,54266,32.28,16.39,55.19,515,67.85
2763,26104,17.7,25.22,21.06,189,46.11
2764,67080,87.76,48.45,24.39,657,39.58
2765,83065,6.87,69.07,55.05,620,98.99
2766,83360,81.71,36.41,67.46,334,31.22
2767,45797,58.92,19.4,90.92,810,95.34
2768,95638,16.4,35.26,98.56,199,45.28
2769,96861,22.74,61.55,98.43,970,76.03
2770,2166,15.58,73.4,64.63,200,51.11
2771,35732,71.83,88.16,22.86,737,90.19
2772,537,14.73,70.91,37.08,681,68.04
2773,86851,68.14,49.38,54.75,832,39.87
2774,43620,12.82,33.41,90.37,298,48.89
2775,87427,80.23,84.2,21.72,175,52.42
2776,28492,91.95,52.74,60.75,267,92.01
2777,56890,55.93,65.1,72.28,245,83.67
2778,17147,96.62,47.8,43.06,730,88.07
2779,62838,39.04,29.37,45.25,403,33.66
2780,23411,24.46,53.76,51.07,750,70.51
2781,39154,17.73,77.19,41.97,494,99.94
2782,97542,47.9,40.67,54.98,587,84.96
2783,26490,13.07,63.5,32.65,469,38.45
2784,18637,87.58,13.39,35.95,494,77.52
2785,25637,78.48,84.92,22.97,743,82.17
2786,64460,56.21,87.59,52.91,24,66
2787,53234,72.15,40.9,76.59,480,35.51
2788,38776,5,49.87,60.49,893,32.43
2789,75993,20.35,22.85,62.45,987,95.65
2790,86576,62.12,25.7,56,838,48.03
2791,6361,47.75,58.17,66.79,680,56.53
2792,45001,60.46,60.16,38.37,254,85.67
2793,97673,8.9,37.33,36.6,260,78.25
2794,44716,65.24,39.92,95.36,175,97.8
2795,98794,80.36,50.5,56.03,678,36.5
2796,32446,54.63,85.18,86.17,513,79.48
2797,52755,35.74,21.97,93.35,215,35.76
2798,80301,17.46,54.12,69.19,130,30.01
2799,94876,26.54,14.65,43.9,692,38.42
2800,17929,52.25,46.67,74.38,643,73.17
2801,8515,25.55,41.78,54.47,497,77.33
2802,52509,77.79,23.14,97.85,288,60.68
2803,34370,13.17,23.12,84.9,546,33.22
2804,40571,51.64,46.01,85.2,495,74.38
2805,60579,49.6,20.13,67.1,677,36.01
2806,25462,13.89,33.58,20.67,620,39.92
2807,84032,99.5,15.7,86.55,871,65.88
2808,51217,82.31,33.78,22.03,517,53.83
2809,68543,38.65,52.7,29.79,228,62.53
2810,19084,68.49,69.51,87.09,209,74.46
2811,53656,71.66,76.43,37.5,889,41.2
2812,77000,65.11,37.03,87.29,92,92.52
2813,55462,43.25,85.1,38.91,906,69.16
2814,75034,88.51,29.25,81.66,886,31.55
2815,15322,77.16,16.45,63.37,885,73.99
2816,86203,54.2,84,73.68,285,62.42
2817,48601,0.26,53.18,87.05,231,79.11
2818,98614,22.34,38.11,98.72,550,84.88
2819,44489,50.88,81.85,26.86,657,95.72
2820,99444,89.89,72.06,74.83,71,99.88
2821,20970,62.86,76.6,96.7,407,68.47
2822,92850,41.79,33.39,49.9,175,69.31
2823,35367,4.79,79.88,46.7,140,31.57
2824,11334,59.73,61.98,74.4,780,90.56
2825,57519,35.08,69.04,52.16,320,32.01
2826,80896,53.74,34.99,37.16,215,74.29
2827,41166,76.64,29.6,32.92,414,36.9
2828,61956,80.37,42.65,35.41,172,50.01
2829,78313,86.43,56.02,76.34,309,39.82
2830,81735,63.6,63.28,93.5,181,39.62
2831,88209,90.56,49.84,84.48,890,35.22
2832,4249,69.06,65.91,55.86,948,52.25
2833,5246,78.39,66.67,62.29,178,59.66
2834,59278,68.55,63.29,69.61,164,62.51
2835,78617,87.19,30.09,66.4,101,60.78
2836,51085,22.29,45.71,97.48,165,66.66
2837,78996,75.99,71.26,90.94,14,90.19
2838,42899,11.72,80.96,23.48,692,74.23
2839,28044,9.2,50.09,86.86,200,31.21
2840,74139,49.16,88.94,29.12,560,42.11
2841,78990,30.02,23.98,75.22,19,54.43
2842,13513,56.34,27.95,42.85,584,96.43
2843,89927,67.77,46.86,81.87,786,35.47
2844,70484,22.66,50.7,20.69,93,79.71
2845,62008,69.99,43.96,50.58,486,32.32
2846,9168,99.55,44.43,21.72,888,55.38
2847,94177,76,48.98,96.28,38,83.91
2848,22212,17.38,35.61,21.23,421,54.08
2849,5694,63.37,20.48,32.42,404,60.12
2850,31049,0.95,86.49,63.14,222,93.37
2851,47890,46.97,73.6,71.69,876,34.63
2852,5850,53.33,75.19,78.32,480,66.94
2853,6196,97.24,39.2,39.75,230,55.64
2854,98050,73.72,42.31,44.08,792,97.47
2855,42748,70.6,84.87,39.19,730,85.56
2856,99072,53.24,87.83,39.53,161,38.55
2857,26097,51.32,85.41,82.54,44,94.92
2858,98893,99.21,61.41,95.84,70,44.78
2859,35193,2.13,29.42,67.66,285,35.94
2860,29531,30.32,58.4,32.59,835,67.91
2861,79647,13.38,57.13,25.23,968,81.56
2862,96144,31.5,82.66,39.13,621,80.12
2863,18032,46.36,34.93,34.22,724,67.38
2864,29898,34.19,26.05,66.28,768,64.49
2865,82277,96.27,31.26,75.83,231,97.87
2866,75830,68.06,29.45,20.37,709,87.44
2867,71333,72.8,61.87,55.17,432,78.9
2868,92414,74.23,74.99,69.84,413,43.66
2869,74232,89.92,39.45,35.43,607,87.38
2870,92776,76.8,24.11,92.08,609,82.48
2871,36329,1.62,37.45,63.92,963,99.44
2872,8515,26.14,53.72,47.63,457,39.31
2873,12242,98.91,63.16,21.49,663,80.07
2874,4042,65.21,53.98,58.74,173,98.54
2875,1873,6.81,30.54,46.88,150,62.38
2876,70875,46.66,83.44,97.56,266,81.34
2877,53831,98.08,45.03,50.3,512,98.28
2878,60492,99.28,46.72,93.68,379,68.32
2879,77526,43.24,87.39,74.88,612,78.93
2880,98226,89.31,79.47,25.92,278,31.41
2881,30306,59.2,74.5,94.62,172,66.38
2882,86434,50.94,24.62,33.48,913,47.91
2883,6549,41.19,77.05,55.84,539,39.19
2884,22542,89.21,46.42,93.84,683,79.6
2885,43448,62.11,26.75,86.28,61,32.74
2886,26204,33.38,89.27,59.01,335,93.34
2887,26185,49.19,23.76,36.55,67,66.24
2888,64951,44.41,83.76,60.74,292,75.38
2889,52202,45.12,10.04,63.81,667,47.74
2890,74733,31.16,45.03,99.75,66,42.75
2891,40296,63.3,12.39,85.92,389,47.06
2892,26255,5.22,83,88.91,891,46.26
2893,33763,88.62,20.07,98.89,18,90.52
2894,24021,41.54,63.85,61.87,713,85.11
2895,66421,80.09,60.5,66.82,600,89.69
2896,30844,72.95,72.33,56.36,672,81.44
2897,77762,47.19,69.75,30.04,836,75.05
2898,38039,19.87,12.6,62.02,716,66.95
2899,7780,56.22,41.07,66.61,514,48.58
2900,18780,94.81,35.8,38.98,722,79.38
2901,28930,18.58,87.83,82.63,287,39.56
2902,56660,25.6,71.99,29.96,443,65.77
2903,92946,99.3,66.64,60.16,416,43.67
2904,30094,89.26,45.37,73.02,93,65.33
2905,96501,54.95,81.28,24.39,445,50.57
2906,34078,69.47,11.35,84.32,784,33.74
2907,92014,44.31,28.28,44.33,382,65.26
2908,4294,40.41,65.6,77.42,154,42.73
2909,71343,44.32,50.67,28.66,908,41.28
2910,27480,41.44,52.7,69.62,912,56.91
2911,65252,67.56,43.31,64.58,982,55.33
2912,74157,33.05,23.32,32,946,90.69
2913,5729,17.08,23.3,69.98,754,69.52
2914,3455,70.66,33.56,75.31,160,89.82
2915,94634,3.13,47.46,59.88,558,40.28
2916,49613,71.88,75.93,66.29,845,55.01
2917,3453,26.32,45.75,90.99,210,68.87
2918,71220,19.03,81.82,75.82,463,40.72
2919,17972,37.9,19.64,92.48,518,38.96
2920,99120,11.75,31.74,64.19,371,76.3
2921,12510,38.45,15.64,33.99,201,75.77
2922,6738,10.23,50.8,39.7,539,46.39
2923,13246,48.35,17.2,34.11,172,45.9
2924,47288,17.62,73.65,46.82,288,82.18
2925,57622,13,13.18,58.2,360,38.19
2926,66430,57.91,48.03,40.47,221,94.63
2927,10265,62.52,43.65,58.05,144,96.06
2928,17946,0.55,26.18,49.15,710,90.97
2929,84843,38.77,56.95,64.43,853,44.75
2930,32919,7.8,40.89,54.28,517,31.18
2931,30927,73.86,25.84,54.73,494,95.57
2932,54203,68.15,76.13,59.25,954,54.08
2933,70407,4.97,62.86,99.03,764,51.73
2934,55326,94.13,10.97,64.52,706,48.32
2935,69617,96,50.15,77.87,717,47.12
2936,14049,33.47,31.7,53.34,917,81.42
2937,7048,13.06,83.21,46.07,766,93.55
2938,70294,11.43,68.05,93.33,536,85.02
2939,32563,84.07,58.93,79.39,395,77.19
2940,54547,45.92,17.12,66.59,899,50.14
2941,72983,0.95,84.45,46.91,696,68.29
2942,40504,92.54,21.54,40.63,468,46.59
2943,38496,59.27,46.06,40.17,833,37.81
2944,12967,69.04,64.48,60.3,106,38.42
2945,31351,82.36,49.58,89.99,23,72.26
2946,33237,81.86,80.6,90.48,164,32.69
